,Published Date,Story Name,Story,Author
59,2021-01-19T20:00:07+0000,Renewal Near the Aegean Sea,"Mario was a foster child; I was a sheltered bookworm. We married young in Union, Maine. When the seven-year itch hit, we decided to renovate a cliff-side villa in Santorini for a crazy Malibu defense attorney. It was 1994, before the island’s spine sprouted resorts. Work days included transporting bags of cement on donkeys’ backs. Days off we hiked, swam, tanned on topless beaches. We toasted our relationship every pink Homeric sunset. At night, we ate fava beans and fish washed down with retsina. And olives. Oh, those olives. — Sherry Barker Abaldo",Sherry Barker Abaldo
60,2021-01-19T20:00:07+0000,A House Divided,"Years ago, I was in Wisconsin visiting Mom. One night, slightly intoxicated, my brother laid into her and me with hatred of the president she and I supported. Stunned, we left. Politics have divided our houses since. Mom called one recent night: My brother has coronavirus. Shaken, I debated reaching out. Would he want to hear from me? Next morning, I heard about a congressman whose son had died by suicide and the support he received from Democrats and Republicans during the insurrection in Washington. I texted my brother and his wife with inquiries, well wishes. Only his wife replied. — Wendy Lukomski",Wendy Lukomski
61,2021-01-19T20:00:07+0000,Were We ‘Meant to Be’?,"I saw Anthony now and then in Los Angeles bars. We were always friendly. Then, one Friday we bumped into each other at a street fair. We ran into each other again on Saturday. Sunday, too. Still, only flirty chat and ambivalence. On Monday, while I was driving, Anthony walked right past me. I finally gave him my number and cooked him dinner a week later. Still married 17 years later, we don’t believe in “meant to be.” We believe in a mixture of heart and head: luck and commitment. — Dean Decent",Dean Decent
62,2021-01-19T20:00:07+0000,A True Milestone,"The day before my 32nd birthday, Greg gripped my hand in the emergency room. The sonogram revealed a miscarriage. He comforted and anchored me as I waded in a sea of grief for weeks, then months. Seven years and two children later, Greg remembered to pick up my 39th birthday cake, along with hand sanitizer, as New York City lurched toward a grim shutdown. Now, almost a year later, almost a year older, almost a year at home, I walk bravely toward my 40th birthday, knowing the true milestone is our love and health. — Christine Byun",Christine Byun
63,2021-01-12T20:00:08+0000,A Game of Silence,"She took my picture at New York’s Village Halloween Parade. I walked to our first date feeling intimidated by her beauty and photography credentials. I texted, “How about we don’t speak tonight?” She replied, “Sounds fun! For how long?” “Until it hurts.” We went to Eataly. Strangers helped us order, thinking we were deaf. After a kiss and a jazz club, I finally spoke: “Where are we going?” She pointed at me. We went to my apartment and lived happily together for the next eight months, until she moved to Europe for work. Now there’s too much silence. — Steve Wruble",Steve Wruble
64,2021-01-12T20:00:08+0000,Almost Twins,"Chenoa was born six days before I turned 2. Growing up, we had joint birthday parties and were mistaken for twins. I fought for individuality, resisting when our mother tried to dress us alike. Chenoa cried when I escaped our shared bottom bunk for my own bed, or hid from her in the Delaware woods near our home to read in precious solitude. She followed me to college, then D.C. We lived together as sister-soulmate-besties until romance pulled her to Philadelphia. Now I cherish our rare, precious visits, whispering and giggling in my bed like neither of us ever left. — Candace Valencia Freeman",Candace Valencia Freeman
65,2021-01-12T20:00:08+0000,Always,"Standing near her locker in a Bronx high school, my 16-year-old mother was stood up by a boy who, she later learned, was with another girl on the field bleachers. My father swept in, offering to walk her home and carry her books. For the next 71 years, they would carry one another until they both became Covid-19 casualties, dying 10 hours and one mile apart in different hospitals. Their funeral was a blend of six feet under meets six feet apart. The only solace was that they would rest together — always, as their favorite Frank Sinatra song declared. — Marcy Tolkoff Levy",Marcy Tolkoff Levy
66,2021-01-12T20:00:08+0000,‘Love Them More’,"In our mid-30s, Angie and I got together, both of us wanting a baby. On a date at my nephew’s high school musical, one child sang loudly off tune, danced in the wrong direction and dropped lines. As others covered for him, I leaned over and whispered, “What would you do if that was your kid?” Angie looked at him, then me, and replied, “I’d just love him so much.” Now that we have two 13-year-olds, her words echo a deep truth about parenting: You’ll love your children no matter what, but when it’s tough, love them more. — Elizabeth Stark",Elizabeth Stark
67,2021-01-05T20:00:07+0000,A Warm Cup in Our Camper,"He brings me coffee in bed every morning. It’s far from the dreamy depiction of romantic comedies — not in an apartment with a city view or a house tucked in a cul-de-sac, but in the frigid cold of our tiny camper, where I sit, barely awake, swimming in a sea of blankets. We live in a camper in the Kentucky woods to keep from being homeless. For me, he wakes early to make coffee in an old-fashioned teakettle on the fire outside. I sip it, knowing how loved and lucky I am. — Amanda Jean Alley",Amanda Jean Alley
68,2021-01-05T20:00:07+0000,Greeting the Seasonal Guests,"Twenty-nine years ago, my mother upstaged Jesus by dying right before Christmas. I was a single mother of a 4-year-old. I made the season merry for my daughter, though inside I felt like the sun would never shine. Over the years, I accepted that sadness would arrive around December. I greeted it at the door with a cocktail in hand — recently, with a pot of coffee. Sad and happy memories will always sit together at my holiday table, like restless houseguests. In the new year, happiness extends its stay while sadness slips quietly out the door. — Gloria Barone Rosanio",Gloria Barone Rosanio
69,2021-01-05T20:00:07+0000,A Little Something to Do,"Two weeks before moving to Maine from Boston, Annabelle was trying to find “LSTD,” what she calls a “little something to do.” I was trying to figure out how to date for the first time since transitioning. It was supposed to be a fling. But our first date lasted six hours. Our second lasted 12. For our fourth date, Anabelle drove down from Maine just to see me for 48 hours. Three years later, we live together in Portland where we had our fifth date. With luck, a “little something to do” might become the rest of our lives. — Elliot Walsh",Elliot Walsh
70,2021-01-05T20:00:07+0000,My 6-Year-Old Won,"When my son was small, we turned our “love you” affirmations at bedtime into a game; the winner made the other feel most loved. One night, I told him that I loved him so much, my love filled his bedroom and flowed out the windows like a tidal wave into the streets of New York City. Not to be outdone, 6-year-old Quinn said he loved me so much that his love filled every single atom in the entire universe, and there was nowhere I could go where I wouldn’t feel it and know it. He won. — Laura Plybon",Laura Plybon
